ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Dataset,Forms,FormsWithSounds,Concepts,Incollections,Subgroup,Family,Family_in_Data,family_id,parent_id,name_language,name_micro_family,phylo,Language
abvdoceanic-SakaoPortOlry_230,Sakao (Port-Olry),Papunesia,-15.0757,167.051,saka1289,NA,abvdoceanic,259,259,184,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sakao (Port-Olry)
abvdoceanic-NumbamiSiboma_231,Numbami (Siboma),Papunesia,-7.52806,147.298,numb1247,NA,abvdoceanic,219,219,190,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Numbami (Siboma)
abvdoceanic-ZabanaKia_234,Zabana (Kia),Papunesia,-7.74311,158.753,zaba1237,NA,abvdoceanic,182,182,168,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Zabana (Kia)
abvdoceanic-Penrhyn_235,Penrhyn,Papunesia,-9.082238,-157.922908,penr1237,NA,abvdoceanic,199,199,174,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Penrhyn
abvdoceanic-Luangiua_238,Luangiua,Papunesia,-5.49029,159.701,onto1237,NA,abvdoceanic,208,208,178,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Luangiua
abvdoceanic-Mangareva_239,Mangareva,Papunesia,-23.1095,-134.97,mang1401,NA,abvdoceanic,308,308,187,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mangareva
abvdoceanic-IfiraMeleMeleFila_242,Ifira-Mele (Mele-Fila),Papunesia,-17.6841,168.275,mele1250,NA,abvdoceanic,155,155,137,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Ifira-Mele (Mele-Fila)
abvdoceanic-Sikaiana_243,Sikaiana,Papunesia,-8.378194,162.72952,sika1261,NA,abvdoceanic,214,214,178,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sikaiana
abvdoceanic-Takuu_244,Takuu,Papunesia,-4.773094,157.032085,taku1257,NA,abvdoceanic,179,179,148,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Takuu
abvdoceanic-Tokelau_245,Tokelau,Papunesia,-9.227642,-171.780833,toke1240,NA,abvdoceanic,171,171,134,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tokelau
abvdoceanic-Tuamotu_246,Tuamotu,Papunesia,-16.17259,-146.321755,tuam1242,NA,abvdoceanic,267,267,183,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tuamotu
abvdoceanic-Niue_247,Niue,Papunesia,-19.06,-169.86,niue1239,NA,abvdoceanic,245,245,178,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Niue
abvdoceanic-Anuta_253,Anuta,Papunesia,-11.61,169.85,anut1237,NA,abvdoceanic,227,227,182,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Anuta
abvdoceanic-UveaEast_258,"Uvea, East",Papunesia,-13.2903,-176.207,wall1257,NA,abvdoceanic,269,269,183,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,"Uvea, East"
abvdoceanic-UveaWest_259,"Uvea, West",Papunesia,-20.4145,166.589,west2516,NA,abvdoceanic,204,204,185,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,"Uvea, West"
abvdoceanic-RapanuiEasterIsland_264,Rapanui (Easter Island),Papunesia,-27.113,-109.342,rapa1244,NA,abvdoceanic,386,386,186,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Rapanui (Easter Island)
abvdoceanic-Lakalai_281,Lakalai,Papunesia,-5.59931,150.888,naka1262,NA,abvdoceanic,240,240,187,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Lakalai
abvdoceanic-Kove_282,Kove,Papunesia,-5.58623,149.63,kove1237,NA,abvdoceanic,217,217,186,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kove
abvdoceanic-Amara_285,Amara,Papunesia,-5.55778,148.68,amar1272,NA,abvdoceanic,217,217,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Amara
abvdoceanic-Aria_287,Aria,Papunesia,-5.71155,149.158,mouk1239,NA,abvdoceanic,222,222,168,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Aria
abvdoceanic-SouthEfate_322,South Efate,Papunesia,-17.7006,168.377,sout2856,NA,abvdoceanic,192,192,188,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,South Efate
abvdoceanic-Yabem_334,Yabem,Papunesia,-6.67052,147.81,yabe1254,NA,abvdoceanic,208,208,181,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Yabem
abvdoceanic-Puluwatese_336,Puluwatese,Papunesia,7.35695,149.2005,pulu1242,NA,abvdoceanic,310,310,154,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Puluwatese
abvdoceanic-SaipanCarolinian_338,Saipan Carolinian,Papunesia,15.205,145.765,caro1242,NA,abvdoceanic,294,294,149,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Saipan Carolinian
abvdoceanic-Mokilese_342,Mokilese,Papunesia,6.65651,159.776,moki1238,NA,abvdoceanic,163,163,107,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mokilese
abvdoceanic-Satawalese_343,Satawalese,Papunesia,7.36084,147.038,sata1237,NA,abvdoceanic,162,162,116,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Satawalese
abvdoceanic-Marshallese_344,Marshallese,Papunesia,8.72,167.73,mars1254,NA,abvdoceanic,208,208,149,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Marshallese
abvdoceanic-Kiribati_346,Kiribati,Papunesia,0.179,173.64,gilb1244,NA,abvdoceanic,306,306,190,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kiribati
abvdoceanic-Woleaian_347,Woleaian,Papunesia,7.37957,143.916,wole1240,NA,abvdoceanic,298,298,153,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Woleaian
abvdoceanic-Chuukese_349,Chuukese,Papunesia,7.346993,151.598607,chuu1238,NA,abvdoceanic,401,401,182,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Chuukese
abvdoceanic-Nembao_352,Nembao,Papunesia,-11.2958,166.498,amba1266,NA,abvdoceanic,175,175,162,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nembao
abvdoceanic-Asumboa_353,Asumboa,Papunesia,-11.2969,166.499,asum1237,NA,abvdoceanic,172,172,161,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Asumboa
abvdoceanic-Tanimbili_354,Tanimbili,Papunesia,-11.2975,166.507,tani1255,NA,abvdoceanic,170,170,160,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tanimbili
abvdoceanic-Buma_355,Buma,Papunesia,-11.6752,166.868,tean1237,NA,abvdoceanic,191,191,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Buma
abvdoceanic-Vano_356,Vano,Papunesia,-11.6107,166.7984,vano1237,NA,abvdoceanic,213,213,164,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Vano
abvdoceanic-Tanema_357,Tanema,Papunesia,-11.68,166.97,tane1237,NA,abvdoceanic,183,183,141,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tanema
abvdoceanic-TungagTungakLavongai_359,Tungag / Tungak / Lavongai,Papunesia,-2.52188,150.198,tung1290,NA,abvdoceanic,254,254,143,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tungag / Tungak / Lavongai
abvdoceanic-Sisingga_363,Sisingga,Papunesia,-7,156.83,sisi1250,NA,abvdoceanic,183,183,169,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sisingga
abvdoceanic-Siar_364,Siar,Papunesia,-4.62059,152.892,siar1238,NA,abvdoceanic,178,178,161,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Siar
abvdoceanic-Kokota_365,Kokota,Papunesia,-8.16481,159.191,koko1269,NA,abvdoceanic,170,170,167,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kokota
abvdoceanic-Takia_366,Takia,Papunesia,-4.69057,145.975,taki1248,NA,abvdoceanic,215,215,189,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Takia
abvdoceanic-Sudest_367,Sudest,Papunesia,-11.5229,153.488,sude1239,NA,abvdoceanic,209,209,164,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sudest
abvdoceanic-Nalik_368,Nalik,Papunesia,-2.94411,151.332,nali1244,NA,abvdoceanic,178,178,162,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nalik
abvdoceanic-Diodio_374,Diodio,Papunesia,-9.38654,150.168,diod1237,NA,abvdoceanic,171,171,157,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Diodio
abvdoceanic-VaeakauTaumako_375,Vaeakau-Taumako,Papunesia,-10.173335,166.247188,pile1238,NA,abvdoceanic,233,233,186,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Vaeakau-Taumako
abvdoceanic-Mwotlap_376,Mwotlap,Papunesia,-13.655015,167.706277,motl1237,NA,abvdoceanic,207,207,188,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mwotlap
abvdoceanic-Haku_377,Haku,Papunesia,-5.06832,154.594,hako1237,NA,abvdoceanic,180,180,164,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Haku
abvdoceanic-Tolai_382,Tolai,Papunesia,-4.30986,152.114,kuan1248,NA,abvdoceanic,206,206,169,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tolai
abvdoceanic-Madak_383,Madak,Papunesia,-3.34342,151.967,mada1285,NA,abvdoceanic,178,178,162,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Madak
abvdoceanic-LihirSunglik_385,Lihir (Sunglik),Papunesia,-3.18895,152.606,lihi1237,NA,abvdoceanic,206,206,187,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Lihir (Sunglik)
abvdoceanic-LungaLungaMinigir_386,Lunga Lunga  (Minigir),Papunesia,-4.31803,152.005,mini1251,NA,abvdoceanic,211,211,190,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Lunga Lunga  (Minigir)
abvdoceanic-Barok_387,Barok,Papunesia,-3.47672,152.193,baro1253,NA,abvdoceanic,144,144,144,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Barok
abvdoceanic-Kandas_388,Kandas,Papunesia,-4.3652,152.781,kand1301,NA,abvdoceanic,170,170,157,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kandas
abvdoceanic-Torau_390,Torau,Papunesia,-6.19922,155.496,tora1259,NA,abvdoceanic,184,184,169,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Torau
abvdoceanic-Tiang_391,Tiang,Papunesia,-2.95505,150.935,tian1237,NA,abvdoceanic,177,177,156,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tiang
abvdoceanic-Bilur_392,Bilur,Papunesia,-4.39732,152.334,bilu1244,NA,abvdoceanic,170,170,157,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Bilur
abvdoceanic-Kuni_393,Kuni,Papunesia,-8.66368,146.874,kuni1263,NA,abvdoceanic,230,230,181,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kuni
abvdoceanic-Doura_396,Doura,Papunesia,-9.10008,146.988,tour1243,NA,abvdoceanic,137,137,133,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Doura
abvdoceanic-Gabadi_397,Gabadi,Papunesia,-9.03389,146.992,abad1241,NA,abvdoceanic,186,186,173,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Gabadi
abvdoceanic-Solos_398,Solos,Papunesia,-5.41042,154.624,solo1257,NA,abvdoceanic,180,180,163,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Solos
abvdoceanic-Matukar_400,Matukar,Papunesia,-4.9078,145.779,matu1261,NA,abvdoceanic,177,177,148,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Matukar
abvdoceanic-Riwo_401,Riwo,Papunesia,-5.18175,145.781,geda1237,NA,abvdoceanic,111,111,104,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Riwo
abvdoceanic-Bilibil_402,Bilibil,Papunesia,-5.26505,145.764,bilb1241,NA,abvdoceanic,148,148,131,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Bilibil
abvdoceanic-Saliba_404,Saliba,Papunesia,-10.6148,150.727,sali1295,NA,abvdoceanic,234,234,191,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Saliba
abvdoceanic-Nahavaq_453,Nahavaq,Papunesia,-16.5116,167.477,sout2857,NA,abvdoceanic,190,190,183,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nahavaq
abvdoceanic-Avava_456,Avava,Papunesia,-16.2701,167.484,katb1237,NA,abvdoceanic,241,241,179,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Avava
abvdoceanic-Naman_457,Naman,Papunesia,-16.1331,167.415,litz1237,NA,abvdoceanic,216,216,178,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Naman
abvdoceanic-Nese_459,Nese,Papunesia,-15.952608,167.222769,nese1235,NA,abvdoceanic,173,173,149,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nese
abvdoceanic-Tape_460,Tape,Papunesia,-16.0695,167.33,mara1399,NA,abvdoceanic,217,217,182,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tape
abvdoceanic-SyeErromangan_463,Sye (Erromangan),Papunesia,-18.8181,169.166,siee1239,NA,abvdoceanic,203,203,187,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sye (Erromangan)
abvdoceanic-Ura_464,Ura,Papunesia,-18.6747,169.084,urav1235,NA,abvdoceanic,189,189,184,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Ura
abvdoceanic-ArakiSouthwestSanto_465,Araki (Southwest Santo),Papunesia,-15.632997,166.952542,arak1252,NA,abvdoceanic,169,169,163,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Araki (Southwest Santo)
abvdoceanic-Merei_470,Merei,Papunesia,-15.2839,166.905,mere1242,NA,abvdoceanic,185,185,169,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Merei
abvdoceanic-Iaai_471,Iaai,Papunesia,-20.6301,166.59,iaai1238,NA,abvdoceanic,214,214,188,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Iaai
abvdoceanic-Simbo_473,Simbo,Papunesia,-8.26947,156.541,simb1256,NA,abvdoceanic,219,219,190,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Simbo
abvdoceanic-Uruava_474,Uruava,Papunesia,-6.23314,155.573,urua1242,NA,abvdoceanic,234,234,173,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Uruava
abvdoceanic-Namakir_475,Namakir,Papunesia,-16.8979,168.569,nama1268,NA,abvdoceanic,207,207,181,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Namakir
abvdoceanic-Orkon_476,Orkon,Papunesia,-16.210501,168.212109,orko1234,NA,abvdoceanic,176,176,167,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Orkon
abvdoceanic-Kwamera_477,Kwamera,Papunesia,-19.5954,169.442,kwam1252,NA,abvdoceanic,203,203,189,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kwamera
abvdoceanic-Neveei_484,Neve'ei,Papunesia,-16.2253,167.427,vinm1237,NA,abvdoceanic,224,224,186,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Neve'ei
abvdoceanic-Aiwoo_501,Äiwoo,Papunesia,-10.282595,166.328715,ayiw1239,NA,abvdoceanic,300,300,190,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Äiwoo
abvdoceanic-Nanggu_502,Nanggu,Papunesia,-10.7441,165.887,nang1262,NA,abvdoceanic,184,184,158,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nanggu
abvdoceanic-Luqa_509,Luqa,Papunesia,-8.17469,156.573,lung1249,NA,abvdoceanic,226,226,191,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Luqa
abvdoceanic-SivisaTitan_510,Sivisa Titan,Papunesia,-2.18168,146.888,tita1241,NA,abvdoceanic,185,185,152,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sivisa Titan
abvdoceanic-Gumawana_511,Gumawana,Papunesia,-9.28497,150.762,guma1254,NA,abvdoceanic,212,212,188,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Gumawana
abvdoceanic-WesternFijianNavosa_512,Western Fijian (Navosa),Papunesia,-17.8355,177.657,west2519,NA,abvdoceanic,194,194,191,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Western Fijian (Navosa)
abvdoceanic-Tawaroga_516,Tawaroga,Papunesia,-10.6963,162.191,kahu1241,NA,abvdoceanic,178,178,164,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tawaroga
abvdoceanic-Ughele_518,Ughele,Papunesia,-8.45725,157.341,ughe1237,NA,abvdoceanic,187,187,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Ughele
abvdoceanic-Nduke_521,Nduke,Papunesia,-7.97768,157.064,duke1237,NA,abvdoceanic,228,228,191,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nduke
abvdoceanic-Kusaghe_528,Kusaghe,Papunesia,-8.04056,157.463,kusa1251,NA,abvdoceanic,173,173,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kusaghe
abvdoceanic-Dorio_532,Dori'o,Papunesia,-9.11536,160.897,dori1246,NA,abvdoceanic,181,181,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Dori'o
abvdoceanic-Vangunu_535,Vangunu,Papunesia,-8.66826,157.997,vang1243,NA,abvdoceanic,181,181,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Vangunu
abvdoceanic-Malango_542,Malango,Papunesia,-9.61383,160.118,mala1484,NA,abvdoceanic,198,198,172,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Malango
abvdoceanic-Mbirao_548,Mbirao,Papunesia,-9.73716,160.52,bira1254,NA,abvdoceanic,191,191,163,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mbirao
abvdoceanic-Langalanga_549,Langalanga,Papunesia,-8.81936,160.741,wala1266,NA,abvdoceanic,176,176,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Langalanga
abvdoceanic-Kwai_550,Kwai,Papunesia,-8.74742,161.023,gula1270,NA,abvdoceanic,171,171,163,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Kwai
abvdoceanic-LaghuSamasodu_553,Laghu (Samasodu),Papunesia,-8.00509,158.961,lagh1246,NA,abvdoceanic,198,198,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Laghu (Samasodu)
abvdoceanic-NggaoPoro_555,Nggao (Poro),Papunesia,-8.35163,159.789,gaoo1237,NA,abvdoceanic,181,181,159,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Nggao (Poro)
abvdoceanic-Oroha_557,Oroha,Papunesia,-9.7386,161.513,oroh1237,NA,abvdoceanic,175,175,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Oroha
abvdoceanic-Longgu_561,Longgu,Papunesia,-9.75258,160.663,long1395,NA,abvdoceanic,213,213,186,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Longgu
abvdoceanic-Lengo_563,Lengo,Papunesia,-9.56425,160.42,leng1259,NA,abvdoceanic,224,224,191,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Lengo
abvdoceanic-Mbaelelea_564,Mbaelelea,Papunesia,-8.41627,160.721,bael1237,NA,abvdoceanic,179,179,164,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mbaelelea
abvdoceanic-Mbaengguu_565,Mbaengguu,Papunesia,-8.49014,160.771,baeg1237,NA,abvdoceanic,190,190,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mbaengguu
abvdoceanic-Fataleka_566,Fataleka,Papunesia,-8.59041,160.861,fata1245,NA,abvdoceanic,174,174,159,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Fataleka
abvdoceanic-SaaAuluVillage_576,Sa'a (A'ulu Village),Papunesia,-9.60258,161.467,saaa1240,NA,abvdoceanic,208,208,187,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sa'a (A'ulu Village)
abvdoceanic-Blablanga_580,Blablanga,Papunesia,-8.15058,159.419,blab1237,NA,abvdoceanic,171,171,162,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Blablanga
abvdoceanic-ArosiTawatanaVillage_584,Arosi (Tawatana Village),Papunesia,-10.2441,161.432,aros1241,NA,abvdoceanic,187,187,172,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Arosi (Tawatana Village)
abvdoceanic-AreareMaasupaVillage_585,'Are'are (Ma'asupa Village),Papunesia,-9.20699,161.158,area1240,NA,abvdoceanic,180,180,165,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,'Are'are (Ma'asupa Village)
abvdoceanic-Manihiki_589,Manihiki,Papunesia,-10.03,-161.09,raka1237,NA,abvdoceanic,277,277,171,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Manihiki
abvdoceanic-Hiw_639,Hiw,Papunesia,-13.126367,166.584857,hiww1237,NA,abvdoceanic,197,197,176,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Hiw
abvdoceanic-ApmaSuruMwerani_641,Apma (Suru Mwerani),Papunesia,-15.8559,168.189,apma1240,NA,abvdoceanic,255,255,187,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Apma (Suru Mwerani)
abvdoceanic-Sasoutheasterndialect_643,Sa (south-eastern dialect),Papunesia,-15.9534,168.228,saaa1241,NA,abvdoceanic,220,220,180,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sa (south-eastern dialect)
abvdoceanic-Sowa_644,Sowa,Papunesia,-15.82653,168.18653,sowa1244,NA,abvdoceanic,240,240,182,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Sowa
abvdoceanic-SkeSeke_645,Ske (Seke),Papunesia,-15.8839,168.197,seke1241,NA,abvdoceanic,214,214,180,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Ske (Seke)
abvdoceanic-Muyuw_646,Muyuw,Papunesia,-9.195,152.731,muyu1244,NA,abvdoceanic,314,314,190,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Muyuw
abvdoceanic-HaliaSelau_647,Halia (Selau),Papunesia,-5.26603,154.662,hali1244,NA,abvdoceanic,141,141,131,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Halia (Selau)
abvdoceanic-Tawala_651,Tawala,Papunesia,-10.3115,150.644,tawa1275,NA,abvdoceanic,184,184,181,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Tawala
abvdoceanic-Lemerig_696,Lemerig,Papunesia,-13.739697,167.420676,leme1238,NA,abvdoceanic,169,169,161,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Lemerig
abvdoceanic-Pingilapese_794,Pingilapese,Papunesia,6.20743,160.711,ping1243,NA,abvdoceanic,122,122,101,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Pingilapese
abvdoceanic-DaakakaWestAmbrymVanuatu_798,"Daa kaka (West Ambrym, Vanuatu)",Papunesia,-16.2696,168.013,daka1243,NA,abvdoceanic,220,220,183,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,"Daa kaka (West Ambrym, Vanuatu)"
abvdoceanic-Piva_858,Piva,Papunesia,-6.15201,155.129,lawu1237,NA,abvdoceanic,183,183,181,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Piva
abvdoceanic-MortlockeseLukunosh_923,Mortlockese (Lukunosh),Papunesia,5.50735,153.710778,mort1237,NA,abvdoceanic,191,191,188,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mortlockese (Lukunosh)
abvdoceanic-Papitalai_995,Papitalai,Papunesia,-2.06222,147.417,papi1254,NA,abvdoceanic,179,179,163,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Papitalai
abvdoceanic-Lelepa_1000,Lelepa,Papunesia,-17.6042,168.202,lele1267,NA,abvdoceanic,174,174,171,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Lelepa
abvdoceanic-Roria_1006,Roria,Papunesia,-15.4048,166.843,rori1237,NA,abvdoceanic,150,150,150,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Roria
abvdoceanic-BiereboYevali_1007,Bierebo (Yevali),Papunesia,-16.6663,168.154,bier1244,NA,abvdoceanic,162,162,159,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Bierebo (Yevali)
abvdoceanic-Mpotovoro_1009,Mpotovoro,Papunesia,-15.8988,167.232,mpot1241,NA,abvdoceanic,161,161,161,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Mpotovoro
abvdoceanic-AkeiPenantsiro_1010,Akei (Penantsiro),Papunesia,-15.6377,166.767,akei1237,NA,abvdoceanic,153,153,152,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Akei (Penantsiro)
