ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Dataset,Forms,FormsWithSounds,Concepts,Incollections,Subgroup,Family,Family_in_Data,family_id,parent_id,name_language,name_micro_family,phylo,Language
johanssonsoundsymbolic-Uncunwee,Uncunwee,Africa,11.6432,29.8122,ghul1238,NA,johanssonsoundsymbolic,325,325,268,LexiCoreClicsCore,NA,Nubian,Nubian,NA,NA,NA,NA,Nubian,Uncunwee
johanssonsoundsymbolic-Urarina,Urarina,South America,-4.44006,-75.4211,urar1246,NA,johanssonsoundsymbolic,249,249,192,LexiCore,NA,NA,Urarina,NA,NA,NA,NA,NA,Urarina
johanssonsoundsymbolic-Wageman,Wageman,Australia,-13.8627,131.893,wage1238,NA,johanssonsoundsymbolic,259,259,216,LexiCore,NA,NA,Wageman,NA,NA,NA,NA,NA,Wageman
johanssonsoundsymbolic-Waorani,Waorani,South America,-1.12312,-76.683,waor1240,NA,johanssonsoundsymbolic,330,330,272,LexiCoreClicsCore,NA,NA,Waorani,NA,NA,NA,NA,NA,Waorani
johanssonsoundsymbolic-Wappo,Wappo,North America,38.25,-122.5,wapp1239,NA,johanssonsoundsymbolic,316,316,258,LexiCoreClicsCore,NA,Yuki-Wappo,Yuki-Wappo,NA,NA,NA,NA,Yuki-Wappo,Wappo
johanssonsoundsymbolic-Warao,Warao,South America,7.50851,-59.3528,wara1303,NA,johanssonsoundsymbolic,316,316,257,LexiCoreClicsCore,NA,NA,Warao,NA,NA,NA,NA,NA,Warao
johanssonsoundsymbolic-Warapu,Warapu,Papunesia,-3.07263,142.012,wara1302,NA,johanssonsoundsymbolic,267,267,223,LexiCore,NA,Sko,Sko,NA,NA,NA,NA,Sko,Warapu
johanssonsoundsymbolic-Warembori,Warembori,Papunesia,-1.65941,137.566,ware1253,NA,johanssonsoundsymbolic,219,219,170,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Warembori
johanssonsoundsymbolic-Wari,Wari',South America,-10.69948,-64.56152,wari1268,NA,johanssonsoundsymbolic,272,272,225,LexiCore,NA,Chapacuran,Chapacuran,NA,NA,NA,NA,Chapacuran,Wari'
johanssonsoundsymbolic-Waris,Waris,Papunesia,-3.139,140.931,wari1266,NA,johanssonsoundsymbolic,225,225,184,LexiCore,NA,Border,Border,NA,NA,NA,NA,Border,Waris
johanssonsoundsymbolic-Washo,Washo,North America,38.8184,-119.64,wash1253,NA,johanssonsoundsymbolic,242,242,187,LexiCore,NA,NA,Washo,NA,NA,NA,NA,NA,Washo
johanssonsoundsymbolic-Wayuu,Wayuu,South America,11.395566,-72.199791,wayu1243,NA,johanssonsoundsymbolic,336,336,277,LexiCoreClicsCore,NA,Arawakan,Arawakan,NA,NA,NA,NA,Arawakan,Wayuu
johanssonsoundsymbolic-WhiteHmong,White Hmong,Eurasia,21.5461,103.164,hmon1333,NA,johanssonsoundsymbolic,332,332,273,LexiCoreClicsCore,NA,Hmong-Mien,Hmong-Mien,NA,NA,NA,NA,Hmong-Mien,White Hmong
johanssonsoundsymbolic-Vietnamese,Vietnamese,Eurasia,20.681188,105.774071,viet1252,NA,johanssonsoundsymbolic,342,342,282,LexiCoreClicsCore,NA,Austroasiatic,Austroasiatic,NA,NA,NA,NA,Austroasiatic,Vietnamese
johanssonsoundsymbolic-Wintu,Wintu,North America,39.7176,-122.445,wint1259,NA,johanssonsoundsymbolic,337,337,277,LexiCoreClicsCore,NA,Wintuan,Wintuan,NA,NA,NA,NA,Wintuan,Wintu
johanssonsoundsymbolic-Xicotepecdejuareztotonac,Xicotepec de Juárez Totonac,North America,20.6532,-97.7463,xico1235,NA,johanssonsoundsymbolic,304,304,257,LexiCoreClicsCore,NA,Totonacan,Totonacan,NA,NA,NA,NA,Totonacan,Xicotepec de Juárez Totonac
johanssonsoundsymbolic-Yagua,Yagua,South America,-3.42913,-72.2186,yagu1244,NA,johanssonsoundsymbolic,333,333,281,LexiCoreClicsCore,NA,Peba-Yagua,Peba-Yagua,NA,NA,NA,NA,Peba-Yagua,Yagua
johanssonsoundsymbolic-Yamana,Yámana,South America,-55.2748,-68.2648,yama1264,NA,johanssonsoundsymbolic,303,303,244,LexiCore,NA,NA,Yámana,NA,NA,NA,NA,NA,Yámana
johanssonsoundsymbolic-Yana,Yana,North America,39.2769,-121.608,yana1271,NA,johanssonsoundsymbolic,304,304,245,LexiCore,NA,NA,Yana,NA,NA,NA,NA,NA,Yana
johanssonsoundsymbolic-Yangman,Yangman,Australia,-14.4964,132.52,yang1288,NA,johanssonsoundsymbolic,299,299,248,LexiCore,NA,Yangmanic,Yangmanic,NA,NA,NA,NA,Yangmanic,Yangman
johanssonsoundsymbolic-Yaqui,Yaqui,North America,29.9446,-110.681,yaqu1251,NA,johanssonsoundsymbolic,340,340,281,LexiCoreClicsCore,NA,Uto-Aztecan,Uto-Aztecan,NA,NA,NA,NA,Uto-Aztecan,Yaqui
johanssonsoundsymbolic-Yareba,Yareba,Papunesia,-9.50651,148.605,yare1248,NA,johanssonsoundsymbolic,317,317,257,LexiCoreClicsCore,NA,Yareban,Yareban,NA,NA,NA,NA,Yareban,Yareba
johanssonsoundsymbolic-Yawa,Yawa,Papunesia,-1.77196,136.263,nucl1454,NA,johanssonsoundsymbolic,333,333,274,LexiCoreClicsCore,NA,Yawa-Saweru,Yawa-Saweru,NA,NA,NA,NA,Yawa-Saweru,Yawa
johanssonsoundsymbolic-Yele,Yele,Papunesia,-11.3796,154.127,yele1255,NA,johanssonsoundsymbolic,304,304,248,LexiCore,NA,NA,Yele,NA,NA,NA,NA,NA,Yele
johanssonsoundsymbolic-Yimas,Yimas,Papunesia,-4.71731,143.572,yima1243,NA,johanssonsoundsymbolic,232,232,196,LexiCore,NA,Lower Sepik,Lower Sepik,NA,NA,NA,NA,Lower Sepik,Yimas
johanssonsoundsymbolic-Yukaghir,Yukaghir,Eurasia,64.218,154.375,sout2750,NA,johanssonsoundsymbolic,249,249,228,LexiCore,NA,Yukaghir,Yukaghir,NA,NA,NA,NA,Yukaghir,Yukaghir
johanssonsoundsymbolic-Yuracare,Yuracaré,South America,-16.7479,-65.1224,yura1255,NA,johanssonsoundsymbolic,269,269,219,LexiCore,NA,NA,Yuracaré,NA,NA,NA,NA,NA,Yuracaré
johanssonsoundsymbolic-Yuwana,Yuwana,South America,5.63879,-65.4267,yuwa1244,NA,johanssonsoundsymbolic,298,298,257,LexiCoreClicsCore,NA,NA,Hoti,NA,NA,NA,NA,NA,Yuwana
johanssonsoundsymbolic-Zarma,Zarma,Africa,12.8554,2.41173,zarm1239,NA,johanssonsoundsymbolic,301,301,244,LexiCore,NA,Songhay,Songhay,NA,NA,NA,NA,Songhay,Zarma
johanssonsoundsymbolic-Zuni,Zuni,North America,35.0056,-108.782,zuni1245,NA,johanssonsoundsymbolic,323,323,263,LexiCoreClicsCore,NA,NA,Zuni,NA,NA,NA,NA,NA,Zuni
joophonosemantic-Spanish,Spanish,Eurasia,40.4414,-1.11788,stan1288,NA,joophonosemantic,100,100,100,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Spanish
joophonosemantic-MandarinChinese,Mandarin Chinese,Eurasia,40.0209,116.228,mand1415,NA,joophonosemantic,100,100,100,LexiCore,NA,Sino-Tibetan,Sino-Tibetan,NA,NA,NA,NA,Sino-Tibetan,Mandarin Chinese
joophonosemantic-Telugu,Telugu,Eurasia,16.4529,78.7024,telu1262,NA,joophonosemantic,100,100,100,LexiCore,NA,Dravidian,Dravidian,NA,NA,NA,NA,Dravidian,Telugu
joophonosemantic-SouthBolivianQuechua,South Bolivian Quechua,South America,-20.9201,-66.3331,sout2991,NA,joophonosemantic,100,100,100,LexiCore,NA,Quechuan,Quechuan,NA,NA,NA,NA,Quechuan,South Bolivian Quechua
joophonosemantic-Kabardian,Kabardian,Eurasia,43.5082,43.3918,kaba1278,NA,joophonosemantic,100,100,100,LexiCore,NA,Abkhaz-Adyge,Abkhaz-Adyge,NA,NA,NA,NA,Abkhaz-Adyge,Kabardian
joophonosemantic-ParaguayanGuarani,Paraguayan Guarani,South America,-25.60551,-57.08816,para1311,NA,joophonosemantic,100,100,100,LexiCore,NA,Tupian,Tupian,NA,NA,NA,NA,Tupian,Paraguayan Guarani
joophonosemantic-Wayuu,Wayuu,South America,11.395566,-72.199791,wayu1243,NA,joophonosemantic,100,100,100,LexiCore,NA,Arawakan,Arawakan,NA,NA,NA,NA,Arawakan,Wayuu
joophonosemantic-Burushaski,Burushaski,Eurasia,36.2161,74.8236,buru1296,NA,joophonosemantic,100,100,100,LexiCore,NA,NA,Burushaski,NA,NA,NA,NA,NA,Burushaski
joophonosemantic-ShipiboConibo,Shipibo-Conibo,South America,-7.17105,-74.8219,ship1254,NA,joophonosemantic,100,100,100,LexiCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Shipibo-Conibo
joophonosemantic-Warao,Warao,South America,7.50851,-59.3528,wara1303,NA,joophonosemantic,100,100,100,LexiCore,NA,NA,Warao,NA,NA,NA,NA,NA,Warao
keypano-Spanish,Spanish,Eurasia,40.4414,-1.11788,stan1288,NA,keypano,1770,1770,1308,LexiCoreClicsCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Spanish
keypano-Portuguese,Portuguese,Eurasia,39.91,-8.1,port1283,NA,keypano,1683,1683,1308,LexiCoreClicsCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Portuguese
keypano-Aguaruna,Aguaruna,South America,-5.30044,-77.9218,agua1253,NA,keypano,1258,1258,1158,LexiCoreClicsCore,NA,Chicham,Chicham,NA,NA,NA,NA,Chicham,Aguaruna
keypano-Yagua,Yagua,South America,-3.42913,-72.2186,yagu1244,NA,keypano,1776,1776,1178,LexiCoreClicsCore,NA,Peba-Yagua,Peba-Yagua,NA,NA,NA,NA,Peba-Yagua,Yagua
keypano-MashcoPiro,Mashco Piro,South America,-11.4745,-70.7953,mash1270,NA,keypano,569,569,458,LexiCoreClicsCore,NA,Arawakan,Arawakan,NA,NA,NA,NA,Arawakan,Mashco Piro
keypano-Aymara,Aymara,South America,-17,-68.5,cent2142,NA,keypano,1026,1026,955,LexiCoreClicsCore,NA,Aymaran,Aymaran,NA,NA,NA,NA,Aymaran,Aymara
keypano-Moseten,Mosetén,South America,-14.64448,-67.83756,mose1249,NA,keypano,1162,1162,1034,LexiCoreClicsCore,NA,NA,Mosetén-Chimané,NA,NA,NA,NA,NA,Mosetén
keypano-Araona,Araona,South America,-12.4242,-67.7293,arao1248,NA,keypano,1125,1125,801,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Araona
keypano-Cavinena,Cavineña,South America,-13.3544,-66.6277,cavi1250,NA,keypano,1005,1005,942,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Cavineña
keypano-EseEjja,Ese Ejja,South America,-11.7268,-67.515,esee1248,NA,keypano,968,968,723,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Ese Ejja
keypano-HuarayoEseEjja,Ese Ejja (Huarayo),South America,-11.7268,-67.515,esee1248,NA,keypano,710,710,658,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Ese Ejja (Huarayo)
keypano-Tacana,Tacana,South America,-13.39249,-68.04056,taca1256,NA,keypano,1190,1190,902,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Tacana
keypano-Cashibo,Cashibo,South America,-8.70232,-75.4206,cash1251,NA,keypano,744,744,647,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Cashibo
keypano-Catuquina,Catuquina,South America,-7.97456,-71.56151,pano1254,NA,keypano,1124,1124,1053,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Catuquina
keypano-Chacobo,Chácobo,South America,-12.133,-66.7164,chac1251,NA,keypano,1019,1019,835,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Chácobo
keypano-ShipiboConibo,Shipibo-Conibo,South America,-7.17105,-74.8219,ship1254,NA,keypano,1334,1334,917,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Shipibo-Conibo
keypano-Yaminahua,Yaminahua,South America,-9.8846,-71.5964,yami1256,NA,keypano,1347,1347,1128,LexiCoreClicsCore,NA,Pano-Tacanan,Pano-Tacanan,NA,NA,NA,NA,Pano-Tacanan,Yaminahua
keypano-Cayuvava,Cayuvava,South America,-13.2482,-65.4822,cayu1262,NA,keypano,1154,1154,661,LexiCoreClicsCore,NA,NA,Cayubaba,NA,NA,NA,NA,NA,Cayuvava
keypano-Itonama,Itonama,South America,-12.80431,-64.35748,iton1250,NA,keypano,902,902,675,LexiCoreClicsCore,NA,NA,Itonama,NA,NA,NA,NA,NA,Itonama
keypano-Movima,Movima,South America,-13.8115,-65.6348,movi1243,NA,keypano,1038,1038,1035,LexiCoreClicsCore,NA,NA,Movima,NA,NA,NA,NA,NA,Movima
keypano-PacaasNovos,Pacaas Novos,South America,-10.69948,-64.56152,wari1268,NA,keypano,228,228,185,LexiCore,NA,Chapacuran,Chapacuran,NA,NA,NA,NA,Chapacuran,Pacaas Novos
kesslersignificance-Albanian,Albanian,Eurasia,42.317,21.3837,gheg1238,NA,kesslersignificance,200,200,200,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Albanian
kesslersignificance-Latin,Latin,Eurasia,41.9026,12.4502,lati1261,NA,kesslersignificance,200,200,200,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,Latin
kesslersignificance-German,German,Eurasia,48.649,12.4676,stan1295,NA,kesslersignificance,200,200,200,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,German
kesslersignificance-English,English,Eurasia,53,-1,stan1293,NA,kesslersignificance,200,200,200,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,English
kesslersignificance-Navajo,Navajo,North America,36.33,-109.38,nava1243,NA,kesslersignificance,200,200,200,LexiCore,NA,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit,NA,NA,NA,NA,Athabaskan-Eyak-Tlingit,Navajo
kesslersignificance-French,French,Eurasia,48,2,stan1290,NA,kesslersignificance,200,200,200,LexiCore,NA,Indo-European,Indo-European,NA,NA,NA,NA,Indo-European,French
kesslersignificance-Hawaiian,Hawaiian,Papunesia,19.6297,-155.43,hawa1245,NA,kesslersignificance,200,200,200,LexiCore,NA,Austronesian,Austronesian,NA,NA,NA,NA,Austronesian,Hawaiian
kesslersignificance-Turkish,Turkish,Eurasia,39.8667,32.8667,nucl1301,NA,kesslersignificance,200,200,200,LexiCore,NA,Turkic,Turkic,NA,NA,NA,NA,Turkic,Turkish
kleinewillinghoeferbikwinjen-Burak,Burak,Africa,9.49,11.07,bura1271,NA,kleinewillinghoeferbikwinjen,159,159,113,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Burak
kleinewillinghoeferbikwinjen-LooofGaldemaru,Loo of Galdemaru,Africa,9.41,11.05,looo1238,NA,kleinewillinghoeferbikwinjen,132,132,110,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Loo of Galdemaru
kleinewillinghoeferbikwinjen-LooofWaamura,Loo of Waamura,Africa,9.41,11.05,looo1238,NA,kleinewillinghoeferbikwinjen,112,112,108,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Loo of Waamura
kleinewillinghoeferbikwinjen-Maghdi,Maɣdi,Africa,9.29,11.02,magh1238,NA,kleinewillinghoeferbikwinjen,131,131,112,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Maɣdi
kleinewillinghoeferbikwinjen-Kyak,Kya̰k,Africa,9.52,11.28,kyak1243,NA,kleinewillinghoeferbikwinjen,127,127,117,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Kya̰k
kleinewillinghoeferbikwinjen-LeeLau,LeeLau,Africa,9.29,11.16,leel1242,NA,kleinewillinghoeferbikwinjen,128,128,114,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,LeeLau
kleinewillinghoeferbikwinjen-DzaofKaigama,Dza of Kaigama,Africa,9.27,11.39,dzaa1238,NA,kleinewillinghoeferbikwinjen,153,153,113,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Dza of Kaigama
kleinewillinghoeferbikwinjen-MungaDoso,Munga Doso,Africa,9.26,11.29,ming1254,NA,kleinewillinghoeferbikwinjen,141,141,114,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Munga Doso
kleinewillinghoeferbikwinjen-JooleofJooleManga,Jòòle of Joole Manga,Africa,9.21,11.18,thaa1239,NA,kleinewillinghoeferbikwinjen,118,118,106,LexiCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Jòòle of Joole Manga
kochtukanoan-Desano,Desano,South America,0.58157,-69.4955,desa1247,NA,kochtukanoan,679,679,405,LexiCoreClicsCore,NA,Tucanoan,Tucanoan,NA,NA,NA,NA,Tucanoan,Desano
kochtukanoan-Yupua,Yupua,South America,-0.5,-70,jupu1235,NA,kochtukanoan,494,494,283,LexiCoreClicsCore,NA,Tucanoan,Tucanoan,NA,NA,NA,NA,Tucanoan,Yupua
kochtukanoan-Yahuna,Yahuna,South America,-0.505365,-70.478211,yahu1241,NA,kochtukanoan,738,738,340,LexiCoreClicsCore,NA,Tucanoan,Tucanoan,NA,NA,NA,NA,Tucanoan,Yahuna
kochtukanoan-Koretu,Koretu,South America,-1.045978,-70.305862,cure1236,NA,kochtukanoan,388,388,273,LexiCoreClicsCore,NA,Tucanoan,Tucanoan,NA,NA,NA,NA,Tucanoan,Koretu
kraftchadic-Angas,Angas,Africa,9.32042,9.46146,ngas1240,NA,kraftchadic,423,423,415,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Angas
kraftchadic-Ankwe,Ankwe,Africa,8.74455,9.72453,goem1240,NA,kraftchadic,432,432,427,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Ankwe
kraftchadic-Bacama,Bacama,Africa,9.53072,12.0416,baca1246,NA,kraftchadic,437,437,421,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Bacama
kraftchadic-Bade,Bade,Africa,12.789,10.6557,bade1248,NA,kraftchadic,420,420,411,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Bade
kraftchadic-Banana,Banana,Africa,10.0606,15.4748,masa1322,NA,kraftchadic,443,443,425,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Banana
kraftchadic-Bananamouseye,Banana (Mouseye),Africa,9.81612,15.4115,muse1242,NA,kraftchadic,449,449,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Banana (Mouseye)
kraftchadic-Bankala,Bankala,Africa,9.5,10.5,bank1257,NA,kraftchadic,424,424,419,LexiCoreClicsCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Bankala
kraftchadic-Boka,Boka,Africa,10.188,12.936,boga1251,NA,kraftchadic,437,437,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Boka
kraftchadic-Bolewa,Bole(wa),Africa,11.4839,11.2322,nucl1695,NA,kraftchadic,404,404,400,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Bole(wa)
kraftchadic-Buli,Buli,Africa,10.1346,9.5961,polc1243,NA,kraftchadic,414,414,409,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Buli
kraftchadic-Bura,Bura,Africa,10.4822,12.3007,bura1292,NA,kraftchadic,444,444,423,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Bura
kraftchadic-Burma,Burma,Africa,9.49679,10.11454,bogh1241,NA,kraftchadic,371,371,368,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Burma
kraftchadic-Cibak,Cibak,Africa,10.8977,12.902,ciba1236,NA,kraftchadic,441,441,429,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Cibak
kraftchadic-Cip,Cip,Africa,9.20477,9.33752,mish1244,NA,kraftchadic,420,420,415,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Cip
kraftchadic-Daba,Daba,Africa,10.3521,13.6318,nucl1683,NA,kraftchadic,429,429,424,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Daba
kraftchadic-Dera,Dera,Africa,10.072,12.0256,dera1248,NA,kraftchadic,455,455,415,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Dera
kraftchadic-Dira,Dira,Africa,11.1701,9.32363,diri1259,NA,kraftchadic,415,415,395,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Dira
kraftchadic-Dwot,Dwot,Africa,9.9325,9.51838,dass1243,NA,kraftchadic,422,422,410,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Dwot
kraftchadic-Faligili,Fali Gili,Africa,10.3535,13.6131,bana1305,NA,kraftchadic,446,446,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Fali Gili
kraftchadic-Falijilbu,Fali Jilbu,Africa,10.4689,13.5233,zizi1238,NA,kraftchadic,419,419,411,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Fali Jilbu
kraftchadic-Falikiria,Fali Kiria,Africa,10.48,13.36,kiry1234,NA,kraftchadic,449,449,427,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Fali Kiria
kraftchadic-Falimucella,Fali Mucella,Africa,10.2138,13.403,gude1246,NA,kraftchadic,440,440,429,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Fali Mucella
kraftchadic-Faliwagira,Fali Ɓwagira,Africa,10.5419,13.4087,fali1285,NA,kraftchadic,412,412,405,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Fali Ɓwagira
kraftchadic-Gaanda,Ga?anda,Africa,10.2955,12.6479,gaan1243,NA,kraftchadic,434,434,427,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Ga?anda
kraftchadic-Gava,Gava,Africa,11.1057,13.7893,gudu1252,NA,kraftchadic,450,450,423,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Gava
kraftchadic-Geji,Geji,Africa,10.3478,9.64965,geji1246,NA,kraftchadic,421,421,416,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Geji
kraftchadic-Gera,Gera,Africa,10.4331,10.12,gera1246,NA,kraftchadic,392,392,388,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Gera
kraftchadic-Gude,Gude,Africa,10.2138,13.403,gude1246,NA,kraftchadic,438,438,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Gude
kraftchadic-Gudu,Gudu,Africa,10.1206,12.5359,gudu1250,NA,kraftchadic,434,434,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Gudu
kraftchadic-Gabin,Gábin,Africa,10.2955,12.6479,gaan1243,NA,kraftchadic,438,438,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Gábin
kraftchadic-Glvda,Gələvda,Africa,11.1334,13.8652,glav1244,NA,kraftchadic,445,445,426,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Gələvda
kraftchadic-Hausa,Hausa,Africa,11.1513,8.7804,haus1257,NA,kraftchadic,440,440,429,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Hausa
kraftchadic-Higibaza,Higi Baza,Africa,10.646,13.5136,kamw1239,NA,kraftchadic,444,444,428,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Higi Baza
kraftchadic-Higifutu,Higi Futu,Africa,10.646,13.5136,kamw1239,NA,kraftchadic,452,452,424,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Higi Futu
kraftchadic-Higighye,Higi Ghye,Africa,10.4814,13.526,hyaa1239,NA,kraftchadic,429,429,406,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Higi Ghye
kraftchadic-Higikamale,Higi Kamale,Africa,10.677,13.569,psik1239,NA,kraftchadic,443,443,425,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Higi Kamale
kraftchadic-Higinkafa,Higi Nkafa,Africa,10.646,13.5136,kamw1239,NA,kraftchadic,488,488,427,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Higi Nkafa
kraftchadic-Hildi,Hildi,Africa,10.53854,12.99521,marg1266,NA,kraftchadic,458,458,429,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Hildi
kraftchadic-Hwona,Hwona,Africa,10.3633,12.7683,hwan1240,NA,kraftchadic,446,446,429,LexiCoreClicsCore,NA,Afro-Asiatic,Afro-Asiatic,NA,NA,NA,NA,Afro-Asiatic,Hwona
kraftchadic-Jaku,Jaku,Africa,10.4847,9.59527,labi1245,NA,kraftchadic,425,425,420,LexiCoreClicsCore,NA,Atlantic-Congo,Atlantic-Congo,NA,NA,NA,NA,Atlantic-Congo,Jaku
